,name,university,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission,สาขาวิชา,อัตราการได้งานทำ,ค่ามัธยฐานเงินเดือน
306,วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ),B.Eng. Mechanical Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 90.9 ของนักศึกษา ปีการศึกษา 2565,,รับ 85 คน,รับ 10 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
307,วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ),B.Eng. Biomedical Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 73.33 ของนักศึกษา ปีการศึกษา 2565,,รับ 95 คน,รับ 10 คน,รับ 5 คน,รับ 10 คน,,ไม่ระบุ,ไม่ระบุ
308,วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ),B.Eng. Software Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 66.66 ของนักศึกษา ปีการศึกษา 2565,,รับ 105 คน,รับ 15 คน,ไม่เปิดรับสมัครในรอบนี้,รับ 15 คน,,ไม่ระบุ,ไม่ระบุ
309,วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ),B.Eng. Energy Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 75 คน,รับ 6 คน,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,,ไม่ระบุ,ไม่ระบุ
310,วศ.บ. วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 95.65 ของนักศึกษา ปีการศึกษา 2565,,รับ 135 คน,รับ 42 คน,รับ 20 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
311,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง,B.Eng. Electrical Engineering - Electrical Power major (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 75 คน,รับ 7 คน,ไม่เปิดรับสมัครในรอบนี้,รับ 15 คน,,ไม่ระบุ,ไม่ระบุ
312,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์ (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์,B.Eng. Electrical Engineering - Mechatronics major (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 75 คน,รับ 6 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
313,วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย,B.Eng. Communications and Network Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 95 คน,รับ 20 คน,รับ 10 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
314,วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน,B.Eng. Mechatronics and Automation Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 120 คน,รับ 30 คน,รับ 15 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
315,วศ.บ. วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมโยธา,B.Eng. Civil Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 94.33 ของนักศึกษา ปีการศึกษา 2565,,รับ 105 คน,รับ 25 คน,รับ 15 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
316,วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ),B.Eng. Civil Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 93.33 ของนักศึกษา ปีการศึกษา 2565,,รับ 85 คน,รับ 8 คน,รับ 5 คน,รับ 10 คน,,ไม่ระบุ,ไม่ระบุ
317,วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ,B.Eng. IoT system and Information Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 75 คน,รับ 15 คน,รับ 5 คน,รับ 3 คน,,ไม่ระบุ,ไม่ระบุ
318,วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ,B.Eng. Space and Geospatial Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 20 คน,รับ 15 คน,รับ 5 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
319,วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ),B.Eng. Robotics and AI Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 97.72 ของนักศึกษา ปีการศึกษา 2565,,รับ 105 คน,รับ 10 คน,รับ 5 คน,รับ 10 คน,,ไม่ระบุ,ไม่ระบุ
320,วศ.บ. วิศวกรรมอาหาร (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมอาหาร,B.Eng. Food Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 86.88 ของนักศึกษา ปีการศึกษา 2565,,รับ 65 คน,รับ 20 คน,รับ 10 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
321,วศ.บ. วิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมอิเล็กทรอนิกส์,B.Eng. Electronics Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 83.87 ของนักศึกษา ปีการศึกษา 2565,,รับ 105 คน,รับ 25 คน,รับ 15 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
322,วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมอุตสาหการ,B.Eng. Industrial Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 92.31 ของนักศึกษา ปีการศึกษา 2565,,รับ 105 คน,รับ 40 คน,รับ 20 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
323,วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ),B.Eng. Industrial Engineering and logistics Management (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 90.9 ของนักศึกษา ปีการศึกษา 2565,,รับ 85 คน,รับ 10 คน,รับ 5 คน,รับ 25 คน,,ไม่ระบุ,ไม่ระบุ
324,วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ),B.Eng. Engineering Management and Entrepreneurship (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 80 คน,รับ 7 คน,ไม่เปิดรับสมัครในรอบนี้,รับ 35 คน,,ไม่ระบุ,ไม่ระบุ
325,วศ.บ. วิศวกรรมโยธา วท.บ. สถาปัตยกรรม (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา (Double Degree - นานาชาติ พิเศษ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมโยธา วท.บ. สถาปัตยกรรม (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา,B.Sc. Architecture (International Program),Double Degree - นานาชาติ พิเศษ,ลาดกระบัง,"126,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 40 คน,รับ 40 คน,รับ 20 คน,รับ 5 คน,,ไม่ระบุ,ไม่ระบุ
326,วท.บ. การจัดการสมาร์ตฟาร์ม วศ.บ. วิศวกรรมเกษตรอัจฉริยะ หลักสูตรสองปริญญา (Double Degree - ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วท.บ. การจัดการสมาร์ตฟาร์ม วศ.บ. วิศวกรรมเกษตรอัจฉริยะ หลักสูตรสองปริญญา,B.Sc. Smart Farm Mangement,Double Degree - ภาษาไทย ปกติ,ลาดกระบัง,"40,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 47 คน,รับ 80 คน,รับ 40 คน,รับ 40 คน,,ไม่ระบุ,ไม่ระบุ
327,วท.บ. เคมีวิศวกรรมและอุตสาหกรรม (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วท.บ. เคมีวิศวกรรมและอุตสาหกรรม (หลักสูตรนานาชาติ),B.Sc. Industrial and Engineering Chemistry (International Program),นานาชาติ,ลาดกระบัง,"75,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 65 คน,รับ 55 คน,รับ 45 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
328,วท.บ. ฟิสิกส์อุตสาหกรรม และ วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (หลักสูตรสองปริญญา) (Double Degree - ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วท.บ. ฟิสิกส์อุตสาหกรรม และ วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (หลักสูตรสองปริญญา),B.Sc. Industrial Physics and B.Eng. IoT system and Information Engineering,Double Degree - ภาษาไทย ปกติ,ลาดกระบัง,"40,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 25 คน,รับ 10 คน,รับ 10 คน,รับ 5 คน,,ไม่ระบุ,ไม่ระบุ
329,วท.บ. วิศวกรรมแปรรูปอาหาร (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วท.บ. วิศวกรรมแปรรูปอาหาร,B.Sc. Food Process Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"21,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ100 ของนักศึกษาปีการศึกษา 2566,,รับ 32 คน,รับ 32 คน,รับ 80 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 89.36 ของผู้จบการศึกษา,"19,185.14 บาท"
330,วท.บ. วิศวกรรมแปรรูปอาหาร วศ.บ. วิศวกรรมอุตสาหการ หลักสูตรสองปริญญา (Double Degree - ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วท.บ. วิศวกรรมแปรรูปอาหาร วศ.บ. วิศวกรรมอุตสาหการ หลักสูตรสองปริญญา,B.Sc. Food Process Engineering,Double Degree - ภาษาไทย ปกติ,ลาดกระบัง,"40,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 10 คน,รับ 9 คน,รับ 15 คน,ไม่เปิดรับสมัครในรอบนี้,,ไม่ระบุ,ไม่ระบุ
331,วศ.บ. วิศวกรรมวัสดุนาโน (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมวัสดุนาโน,B.Eng. Nanomaterial Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"25,000 ต่อภาคการศึกษา",อัตราการจบการศึกษาปีการศึกษา 2565 ร้อยละ 83.76 ของนักศึกษาปีการศึกษา 2562,,รับ 75 คน,รับ 32 คน,รับ 100 คน,รับ 35 คน,,"ในปีการศึกษา 2565 พบว่าอัตราการได้งานทำอยู่ที่ร้อยละ 81.1 และเงินเดือนเฉลี่ยของบัณฑิตด้านวิศวกรรมวัสดุนาโน อยู่ที่ 20,000-25,000 บาท","20,000-25,000 บาท"
332,วศ.บ. เทคโนโลยีวัสดุชาญฉลาด วศ.บ.วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา (Double Degree - นานาชาติ พิเศษ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. เทคโนโลยีวัสดุชาญฉลาด วศ.บ.วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา,B.Eng. Smart Materials Technology and Robotics and AI (Dual Degree) (International Program),Double Degree - นานาชาติ พิเศษ,ลาดกระบัง,"120,000 ต่อภาคการศึกษา",ยังไม่มีนักศึกษาจบการศึกษา,,รับ 42 คน,รับ 37 คน,รับ 10 คน,รับ 45 คน,,ยังไม่มีนักศึกษาจบการศึกษา,ยังไม่มีนักศึกษาจบการศึกษา
333,วศ.บ. วิศวกรรมระบบการผลิต (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมระบบการผลิต,B.Eng. Manufacturing System Engineering,ภาษาไทย ปกติ,ลาดกระบัง,"21,000 ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,รับ 40 คน,รับ 30 คน,รับ 25 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 90 ของผู้จบการศึกษา,"27,000 บาท"
334,วศ.บ. วิศวกรรมการบินและนักบินพาณิชย์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมการบินและนักบินพาณิชย์ (หลักสูตรนานาชาติ),B.Eng. Aeronautical Engineering and Commercial Pilot (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา (ชำระให้สจล.)และ 350,000 บาท ต่อภาคการศึกษา (ชำระให้สถาบันการบินเอเซีย (AAA))",อัตราการจบการศึกษา ร้อยละ 77 ของนักศึกษาปีการศึกษา 2565,,รับ 85 คน,รับ 90 คน,รับ 30 คน,รับ 10 คน,,ร้อยละ 50 ของผู้จบการศึกษา,"16,552 บาท"
335,วศ.บ. วิศวกรรมการบินและอวกาศ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมการบินและอวกาศ (หลักสูตรนานาชาติ),B.Eng. Aerospace Engineering (International Program),นานาชาติ,ลาดกระบัง,"90,000 ต่อภาคการศึกษา",ไม่ระบุ,,รับ 85 คน,รับ 90 คน,รับ 30 คน,รับ 10 คน,,ไม่ระบุ,ไม่ระบุ
336,ศศ.วท.บ เทคโนโลยีและศิลปะสร้างสรรค์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,ศศ.วท.บ เทคโนโลยีและศิลปะสร้างสรรค์,B.A.S. Creative Arts and Technology,ภาษาไทย ปกติ,ลาดกระบัง,"80,000 บาท ต่อภาคการศึกษา",ไม่ระบุ,,รับ 20 คน,รับ 15 คน,รับ 20 คน,รับ 10 คน,,ไม่ระบุ,ไม่ระบุ
337,วศ.บ. วิศวกรรมดนตรีและสื่อประสม (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง,วศ.บ. วิศวกรรมดนตรีและสื่อประสม,B.Eng. Music Engineering and Multimedia,ภาษาไทย ปกติ,ลาดกระบัง,"80,000 บาท ต่อภาคการศึกษา",ไม่ระบุ,,รับ 22 คน,รับ 10 คน,รับ 7 คน,รับ 2 คน,,ไม่ระบุ,ไม่ระบุ
338,วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,วศ.บ. วิศวกรรมคอมพิวเตอร์,B.Eng. Computer Engineering,ภาษาไทย ปกติ,ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,"20,000 บาท ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,รับ 65 คน,รับ 50 คน,รับ 30 คน,รับ 15 คน,,ร้อยละ 90 ของผู้จบการศึกษา,"30,000 บาท"
339,วศ.บ. วิศวกรรมเครื่องกล แขนงวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,วศ.บ. วิศวกรรมเครื่องกล แขนงวิศวกรรมเครื่องกล,B.Eng. Mechanical Engineering,ภาษาไทย ปกติ,ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,"20,000 บาท ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,รับ 60 คน,รับ 50 คน,รับ 30 คน,รับ 40 คน,,ร้อยละ 90 ของผู้จบการศึกษา,"30,000 บาท"
340,วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้าสื่อสาร (ภาษาไทย ปกติ) วิทยาเขต ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้าสื่อสาร,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,"20,000 บาท ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,รับ 75 คน,รับ 55 คน,รับ 30 คน,รับ 20 คน,,ร้อยละ 90 ของผู้จบการศึกษา,"30,000 บาท"
341,วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมอิเล็กทรอนิกส์,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,"20,000 บาท ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,รับ 75 คน,รับ 55 คน,รับ 30 คน,รับ 30 คน,,ร้อยละ 90 ของผู้จบการศึกษา,"30,000 บาท"
342,วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้ากำลัง (ภาษาไทย ปกติ) วิทยาเขต ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้ากำลัง,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,"20,000 บาท ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,รับ 85 คน,รับ 50 คน,รับ 30 คน,รับ 20 คน,,ร้อยละ 90 ของผู้จบการศึกษา,"30,000 บาท"
343,วศ.บ. วิศวกรรมหุ่นยนต์และอิเล็กทรอนิกส์อัจฉริยะ (ภาษาไทย ปกติ) วิทยาเขต ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,วศ.บ. วิศวกรรมหุ่นยนต์และอิเล็กทรอนิกส์อัจฉริยะ,B.Eng. Robotics and intelligent Electronics Engineering,ภาษาไทย ปกติ,ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร,"20,000 บาท ต่อภาคการศึกษา",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,รับ 65 คน,รับ 55 คน,รับ 30 คน,รับ 30 คน,,ร้อยละ 90 ของผู้จบการศึกษา,"30,000 บาท"
